name,online_order,book_table,rate,votes,location,rest_type,dish_liked,approx_cost(for two people),listed_in(city)
Cafe Medley,Yes,No,4.2,1063,Koramangala 5th Block,Cafe,"Coffee, Burgers, Pasta, Sandwiches, Mudcake, Chicken Burger, Pizza",800.0,Koramangala 4th Block
Kannoor Restaurant,Yes,No,3.1,18,BTM,Casual Dining,,700.0,Koramangala 7th Block
McDonald's,Yes,No,3.8,295,Koramangala 5th Block,Quick Bites,"Burgers, Oreo Mcflurry, French Fries, Mcspicy Chicken Burger, Paneer Pockets, Tikki, Chicken Maharaja Mac",500.0,Koramangala 6th Block
Dum Biryani Hub,Yes,No,3.9,65,BTM,Quick Bites,"Dum Biryani, Mutton Biryani",700.0,Koramangala 4th Block
Checkpost,Yes,No,4.1,956,JP Nagar,Casual Dining,"Filter Kaapi, Coffee, Egg Curry, Neer Dosa, Kadala Curry, Sea Food, Ghee Idli",600.0,JP Nagar
New Gongura Grand,Yes,No,3.9,369,HSR,Casual Dining,"Andhra Thali, Chicken Lollipop, Mutton Biryani, Chicken Boneless Biryani, Andhra Meal, Hyderabadi Biryani, Raita",550.0,Koramangala 4th Block
Hammered,No,No,,0,HSR,"Bar, Casual Dining","Cocktails, Andhra Chilli Chicken, Bruschettas, Nachos, Beer, Pizza, Ravioli",1200.0,HSR
Grubhouse,Yes,No,4.1,338,Indiranagar,"Casual Dining, Cafe","Burgers, Pasta, Caramel Custard, Carbonara, Crispy Corn, Mutton Curry, Lemonade",800.0,Old Airport Road
Mini Forest,No,No,3.3,6,JP Nagar,Quick Bites,,500.0,JP Nagar
KKR Foodies,Yes,No,3.7,37,BTM,Casual Dining,,400.0,BTM
Hyderabadi Biryani Hub,Yes,No,3.6,221,BTM,Casual Dining,"Biryani, Raita",600.0,Koramangala 6th Block
Kawaii,Yes,No,3.9,149,HSR,Dessert Parlor,"Mochi Ice Cream, Milk Tea",500.0,Sarjapur Road
One For The Road,Yes,Yes,4.1,137,Whitefield,Bar,"Cocktails, Pasta, Fish",1200.0,Whitefield
Nanu's Shawarma,No,No,,0,BTM,Quick Bites,,300.0,Koramangala 6th Block
Cupcake Bliss,Yes,No,3.4,4,HSR,Delivery,,250.0,BTM
Sri Udupi Park,Yes,No,4.2,781,Indiranagar,Quick Bites,"Idli Vada, Tea, Masala Dosa, Filter Coffee, Pav Bhaji, Kesari Bath, Chaat",300.0,MG Road
Ambur Hot Dum Biryani,Yes,No,3.0,13,Whitefield,Quick Bites,,200.0,Brookefield
World Of Asia,Yes,No,,0,BTM,Quick Bites,,300.0,JP Nagar
Odissi Restaurant,Yes,No,2.9,67,BTM,Casual Dining,"Egg Tadka, Roti, Veg Thali",200.0,Koramangala 7th Block
Onesta,Yes,Yes,4.4,4410,JP Nagar,"Casual Dining, Cafe","Chicken Alfredo Pizza, Coffee Mousse, Chicken Calzone, Banana Smoothie, Butter Chicken Pizza, Chocolate Pizza, Chicken Tikka Pizza",600.0,JP Nagar
The Chennai Express,No,No,3.8,171,Indiranagar,Quick Bites,"Idli, Filter Coffee, Vada Curry, Podi Dosa, Sweet Pongal",250.0,MG Road
SV Restaurant,Yes,No,3.1,8,Whitefield,Casual Dining,,550.0,Whitefield
Raj Sweets,No,No,,0,Whitefield,Sweet Shop,,200.0,Whitefield
Nile Garden Restaurant,Yes,No,2.6,33,BTM,Casual Dining,,500.0,BTM
Red Chilli,Yes,No,,0,BTM,Quick Bites,,400.0,Koramangala 5th Block
Drunken Monkey,Yes,No,3.7,125,JP Nagar,"Beverage Shop, Quick Bites","Sandwiches, Sandwich, Coffee, Cheesecake",400.0,BTM
Pan Asian,Yes,No,,0,BTM,Quick Bites,,500.0,Koramangala 4th Block
Eagle Bar & Restaurant,No,No,,0,JP Nagar,"Casual Dining, Bar",,700.0,BTM
Anda Ka Funda,Yes,No,3.2,64,BTM,Quick Bites,"Paratha, Rolls, Roti",250.0,Koramangala 5th Block
Easy Bites,Yes,No,3.8,45,HSR,"Takeaway, Delivery",,300.0,HSR
Sri Venkateswara Andra Mess,No,No,,0,BTM,Quick Bites,,120.0,Jayanagar
Delhi Food Factory,Yes,No,,0,HSR,Delivery,,500.0,HSR
Chung Wah Opus,Yes,No,3.0,57,JP Nagar,Casual Dining,"Rice, Noodles, Chop Suey",650.0,Bannerghatta Road
Bhagini IRIS,No,No,3.6,115,Whitefield,Casual Dining,"Biryani, Tandoori Chicken, Curd Rice, Kalmi Kebab, Chilli Chicken, Chicken Tikka Masala",600.0,Brookefield
Night Food Delivery,Yes,No,2.9,21,Indiranagar,Delivery,,500.0,Indiranagar
Haute,No,Yes,4.5,117,Indiranagar,Casual Dining,"Wine, Potato Salad, Risotto, Bibimbap, Lamb",1200.0,Old Airport Road
New Roll Centre,No,No,3.3,7,Indiranagar,Quick Bites,,150.0,Indiranagar
Call A Cake,Yes,No,3.6,41,BTM,Delivery,,500.0,Koramangala 4th Block
Chaatimes,Yes,No,3.4,47,BTM,Quick Bites,"Chaat, Dabeli, Panipuri",200.0,Koramangala 6th Block
Freeze It,Yes,No,3.6,6,BTM,Dessert Parlor,,300.0,Koramangala 5th Block
Keventers,Yes,No,4.0,169,Koramangala 5th Block,"Beverage Shop, Dessert Parlor","Kit Kat Shake, Thick Shakes, Rasmalai, Oreo Shake, Chocolate Hazelnut, Milk Shake, Choco Hazelnut",400.0,Koramangala 6th Block
Mast Biryani,No,No,,0,BTM,Quick Bites,,300.0,BTM
Malabar Mint,No,No,3.4,39,Koramangala 5th Block,Casual Dining,,700.0,Koramangala 6th Block
Hyderabadi Biryani Flames,Yes,No,,0,BTM,"Takeaway, Delivery",,300.0,Koramangala 6th Block
BANGALORE BOX,Yes,Yes,4.1,612,BTM,"Casual Dining, Bar","Biryani, Chicken Bbq Wings, Mocktails, Sangria, Cocktails, Burgers, Pasta",1500.0,Bannerghatta Road
Cup Chronicles Cafe,Yes,Yes,3.9,48,Indiranagar,Cafe,,450.0,Indiranagar
Little Italy,Yes,Yes,4.2,3305,Indiranagar,Casual Dining,"Pasta, Macaroni, Caesar Salad, Wood Fire Pizza, Ravioli, Chocolate Bomb, Cocktails",1400.0,Old Airport Road
Delhi Belli,No,No,3.3,4,Whitefield,"Takeaway, Delivery",,500.0,Whitefield
Delight Food,Yes,No,2.6,171,BTM,Casual Dining,,450.0,Bannerghatta Road
The Grand Kitchen Restaurant,Yes,No,,0,BTM,Quick Bites,,400.0,Koramangala 7th Block
Lassi Magic,Yes,No,3.5,12,BTM,Beverage Shop,,150.0,Jayanagar
Kallummakkaya,Yes,No,,0,BTM,Quick Bites,,200.0,Jayanagar
YummRajj,Yes,No,3.3,42,BTM,Quick Bites,,500.0,BTM
Friendz Zone,Yes,No,3.6,39,Whitefield,Quick Bites,Chai,400.0,Brookefield
Momo Time,Yes,No,,0,Whitefield,Quick Bites,,300.0,Marathahalli
New Ambur Hot Dum Biryani,No,No,,0,Indiranagar,Quick Bites,,200.0,Old Airport Road
Tippler,No,Yes,4.2,2901,Indiranagar,Pub,"Cocktails, Pie, Peri Peri Fries, Long Island Iced Tea, Chicken Steak, Mocktails, Nachos",1300.0,Indiranagar
Drunken Monkey,Yes,No,4.0,120,HSR,"Beverage Shop, Quick Bites","Sandwiches, Chicken Tikka Sandwich",500.0,Sarjapur Road
Tella Tales,Yes,No,4.2,414,Koramangala 5th Block,Cafe,"Pancakes, Pasta, Burgers, Exotic Veg Pizza, Mushroom Steak, Sushi, Peri Fries",700.0,Koramangala 4th Block
Savoury - Sea Shell Restaurant,Yes,No,3.9,468,BTM,Casual Dining,"Pulpy Grape Juice, Chicken Grill, Tandoori Chicken, Shawarma Roll, Bbq Chicken, Mutton Biryani, Tomato Soup",700.0,Koramangala 5th Block
Sri Sapana Dhaba,Yes,No,3.2,11,BTM,Quick Bites,,250.0,Jayanagar
Haji Ali Juice Centre,Yes,No,4.0,152,Koramangala 5th Block,"Beverage Shop, Quick Bites","Faluda, Sandwiches, Paneer Tikka Pizza, Cream Mango, Custard Apple Cream, Veg Sandwich",350.0,Koramangala 4th Block
El Salver,Yes,Yes,3.9,74,BTM,Casual Dining,Fish Curry,900.0,Koramangala 5th Block
Snack Knack,Yes,No,3.0,36,BTM,Quick Bites,,200.0,BTM
Punjabi Unplugged,Yes,No,,0,HSR,Quick Bites,,500.0,Sarjapur Road
Kwality Cakes N Bakes,Yes,No,3.7,91,HSR,Bakery,"Eggless Cake, Burgers, Red Velvet Cake",350.0,BTM
Totus,Yes,No,,0,BTM,Quick Bites,,300.0,BTM
Three Dots & A Dash,No,Yes,4.1,3864,Indiranagar,"Casual Dining, Bar","Cocktails, Pork Dumplings, Pork Steak, Cosmopolitan, Pizza, Mocktails, Chicken Pasta",1300.0,Indiranagar
Naati Manae,Yes,Yes,3.9,484,Koramangala 5th Block,Casual Dining,"Chicken Chettinad, Donne Biryani, Chicken Guntur, Veg Thali, Gobi Tikka, Mutton Chops, Chicken Curry",700.0,BTM
Chicken Corner,Yes,No,3.7,25,BTM,Quick Bites,,400.0,Jayanagar
Eddy's Cafe,Yes,No,4.1,142,Indiranagar,Cafe,"Dark Chocolate Shake, Cappuccino, Pancakes, Hot Chocolate, Wedges, Waffles, Garlic Bread",750.0,Old Airport Road
Furry Fairy Paw Paradise,No,No,,0,JP Nagar,Cafe,,500.0,Bannerghatta Road
Shaap,Yes,No,3.6,207,Koramangala 5th Block,Casual Dining,"Appam, Kappa Biryani, Chicken Fry, Kallappam, Buttermilk, Beef Fry, Paratha",500.0,Jayanagar
Cream Stone,Yes,No,4.2,340,Koramangala 5th Block,Dessert Parlor,"Chocolate Overdose, Chocolate Icecreams, Brownie, Coffee, Waffles, Tiramisu, Hot Chocolate Fudge",500.0,Koramangala 5th Block
Chikpet Donne Biriyani House,Yes,No,3.3,20,Whitefield,Food Court,,400.0,Whitefield
The Jade Kitchen,Yes,No,4.0,118,JP Nagar,Casual Dining,"Manchow Soup, Noodles, Dragon Rolls, Honey Chilli Potatoes, Spring Roll",600.0,JP Nagar
Fitnest,Yes,No,3.2,16,BTM,Delivery,,350.0,Jayanagar
Zaitoon,Yes,Yes,4.1,1538,JP Nagar,Casual Dining,"Hummus Falafel, Gulab Jamun, Shawarma, Bbq Chicken, Mojito, Chicken Biryani, Manchow Soup",1000.0,Bannerghatta Road
Yummy Pot,Yes,No,,0,HSR,Quick Bites,,300.0,HSR
Lassi Shop,Yes,No,3.9,73,Whitefield,Beverage Shop,,200.0,Whitefield
Big Wong XL,No,Yes,4.5,686,Koramangala 5th Block,Casual Dining,"Noodles, Manchow Soup, Sake, Veg Sushi, Virgin Pinacolada, Tempura Prawns, Sea Food",1400.0,Koramangala 6th Block
Southinn,Yes,No,3.8,190,HSR,Quick Bites,"Vada, Idli, Masala Dosa, Filter Coffee, Tea, Sandwiches",250.0,HSR
Over The Top Terrace Lounge,No,Yes,3.9,1389,Koramangala 5th Block,Lounge,"Nachos, Pasta, Cocktails, Khamiri Roti, Beer, Lamb, Burgers",1400.0,Koramangala 4th Block
30 Square,Yes,No,4.2,557,Koramangala 5th Block,Quick Bites,"Veg Momos, Noodles, Cheese Momos, Jhol Momos, Wai Wai Bhel, Brownie, Chicken Momo",400.0,Koramangala 6th Block
Sree Ganesh Juice Center,Yes,No,,0,Indiranagar,Quick Bites,,100.0,Indiranagar
Tasty Food,Yes,No,,0,Whitefield,Quick Bites,,300.0,Brookefield
Namma Kadai,No,No,3.4,4,BTM,Quick Bites,,150.0,Koramangala 5th Block
SSD Kitchen,No,No,,0,Indiranagar,Quick Bites,,150.0,MG Road
Hyderabadi Biryani Flames,Yes,No,,0,BTM,"Takeaway, Delivery",,300.0,BTM
Yummy Momos,Yes,No,3.2,4,JP Nagar,Kiosk,,200.0,Jayanagar
Sonar Bangala,Yes,No,3.8,76,Koramangala 5th Block,Quick Bites,"Kosha Mangsho, Daab Chingri, Fish Curry, Dum Biryani",500.0,BTM
Sukh Sagar,Yes,No,3.8,473,Koramangala 5th Block,Casual Dining,"Pav Bhaji, Panneer Butter Masala, Deluxe Thali, Tea, Panipuri, Chaat, Masala Dosa",500.0,Koramangala 4th Block
Kanha's Kafe,No,No,3.5,12,Koramangala 5th Block,Quick Bites,,200.0,Koramangala 6th Block
FNC Seafood,No,No,,0,Koramangala 5th Block,Quick Bites,,400.0,Koramangala 7th Block
Petoo,No,No,3.7,48,JP Nagar,Casual Dining,"Jal-jeera, Paratha, Chaat",800.0,Bannerghatta Road
Faasos,Yes,No,3.9,313,JP Nagar,Quick Bites,"Rolls, Chicken Roll, Chicken Wrap, Veggie Wrap, Raita, Cheesy Chicken, Sabudana Kheer",500.0,JP Nagar
Night Spoon,No,No,2.4,45,Koramangala 5th Block,Delivery,"Sandwiches, Shawarma, Pasta",400.0,Koramangala 5th Block
Lassi Magic,Yes,No,,0,HSR,Beverage Shop,,200.0,BTM
Izakaya Gastro Pub,Yes,Yes,3.8,128,Whitefield,"Bar, Casual Dining","Beer, Chicken Guntur, Paneer Tikka, Fish, Noodles, Cocktails, Gulab Jamun",1200.0,Whitefield
Kuttanadu,Yes,No,2.8,261,HSR,Casual Dining,"Pothichoru, Kerala Parotta, Beef Fry, Vegetable Stew, Chicken Curry, Paratha, Biryani",700.0,Koramangala 4th Block
24th Main,No,Yes,4.1,1239,JP Nagar,Casual Dining,"Carrot Halwa, Paneer Satay, Manchow Soup, Gajar Ka Halwa, Butter Naan, Mocktails, Tandoori Mushrooms",800.0,JP Nagar
Beijing Bites,No,No,4.0,99,JP Nagar,Casual Dining,"Dragon Chicken, Chicken Lollipop, Chop Suey",850.0,JP Nagar
Spoonful Of Sugar,No,No,4.0,861,Indiranagar,"Dessert Parlor, Cafe","Chicken Lasagne, Bannoffee Pie, Cup Cake, Salad, Salads, Nutella Cheesecake, Tiramisu",800.0,Indiranagar
Ammus Hot N Cool,Yes,No,3.5,85,BTM,Quick Bites,,300.0,Koramangala 7th Block
Kesariya,No,Yes,4.2,1216,JP Nagar,Casual Dining,"Kheer, Fruit Cream, Panipuri, Rajasthani Thali, Kulfi, Shrikhand, Dal Bati",1200.0,Jayanagar
Swad 'E' Punjab,Yes,No,3.6,51,HSR,Casual Dining,,500.0,Koramangala 6th Block
Cariocake,No,No,3.9,56,JP Nagar,Bakery,,350.0,JP Nagar
Eddy's Cafe,Yes,No,4.1,137,Indiranagar,Cafe,"Dark Chocolate Shake, Cappuccino, Pancakes, Hot Chocolate, Wedges, Waffles, Garlic Bread",750.0,Indiranagar
Hotel Vedha,No,No,,0,BTM,Quick Bites,,200.0,BTM
Smoke-A-Pot,Yes,No,3.5,93,JP Nagar,"Takeaway, Delivery","Pot Biryani, Raita, Mutton Biryani",600.0,Jayanagar
Srinathji's,Yes,Yes,3.6,592,Indiranagar,Casual Dining,"Palak Khichdi, Hyderabadi Biryani, Seekh Kebab, Chole, Naan, Chaat, Fries",850.0,Indiranagar
Karachi Bakery,Yes,No,3.9,63,Indiranagar,"Bakery, Quick Bites","Pasta, Pesto Pizza",500.0,Old Airport Road
Mirch Masala,Yes,No,3.4,6,JP Nagar,Quick Bites,,500.0,Bannerghatta Road
Hyderabad Biryani,No,No,,0,Whitefield,Quick Bites,,300.0,Brookefield
Shater Grill House,No,No,3.5,8,BTM,Casual Dining,,700.0,BTM
Mangalore Lunch Home,Yes,No,3.6,43,BTM,Quick Bites,,250.0,Koramangala 5th Block
Pasta Street,Yes,Yes,4.5,1619,Indiranagar,Casual Dining,"Pasta, Pizza, Garlic Bread, Ravioli, Orange Mojito, Chicken Calzone, Mocktails",1300.0,Indiranagar
Monkey Bar,Yes,No,4.3,3888,Indiranagar,Pub,"Cocktails, Burgers, Nachos, Sandwiches, Butterfly Chicken, Pizza, Dabeli",1400.0,Old Airport Road
XOOX Brewmill,No,Yes,4.4,1569,Koramangala 5th Block,"Microbrewery, Casual Dining","Cocktails, Apple Cider, Craft Beer, Burgers, Stout, Seafood Salad, Sabudana Vada",2000.0,Koramangala 5th Block
Hotel Sri Kumar Bhavan,No,No,,0,BTM,Quick Bites,,200.0,Koramangala 7th Block
Paratha Plaza,Yes,No,3.8,171,JP Nagar,Quick Bites,"Aloo Paratha, Manchurian",250.0,Bannerghatta Road
FNC Seafood,No,No,,0,Koramangala 5th Block,Quick Bites,,400.0,Koramangala 4th Block
Dairy Day Corner,No,No,,0,JP Nagar,"Dessert Parlor, Quick Bites",,200.0,Jayanagar
Chokha Chowka,Yes,No,3.9,355,BTM,Quick Bites,"Chaat, Samosa, Thali, Sweet Lassi, Biryani, Egg Roll, Masala Paneer",400.0,Bannerghatta Road
Coconut Grove,No,No,3.4,97,JP Nagar,"Casual Dining, Bar","Lime Soda, Appam, Biryani, Pepper Chicken, Vegetable Stew, Chicken Curry",1100.0,BTM
Shagun Sweets & Foods,Yes,No,3.5,221,BTM,"Sweet Shop, Quick Bites","Chaat, Chole Bhature, Raj Kachori, Thali, Rasmalai, Paratha, Pav Bhaji",400.0,BTM
Royal Biryani Kitchen,Yes,No,3.9,187,BTM,Quick Bites,"Mutton Biryani, Dragon Chicken, Chicken Dum Biryani, Vegetable Biryani, Paneer Biryani",600.0,BTM
Udupi Thadka,No,No,,0,BTM,Quick Bites,,250.0,Bannerghatta Road
Sri Krishna Kitchen,Yes,No,3.6,41,BTM,Quick Bites,,400.0,Jayanagar
Momo Blues,Yes,No,3.9,28,Koramangala 5th Block,Quick Bites,"Momos, Noodles",200.0,Koramangala 7th Block
Lounge 189,No,No,3.8,158,HSR,"Lounge, Bar","Cocktails, Watermelon Mojito, Orange Mojito, Steak, Fish, Long Island Iced Tea, Sauteed Vegetables",1300.0,Koramangala 7th Block
Sri Udupi Park,Yes,No,4.0,64,HSR,Casual Dining,Tea,300.0,HSR
Flavour of Himalaya,Yes,No,3.7,24,Koramangala 5th Block,Quick Bites,,500.0,Koramangala 5th Block
Zanzibar - Davanam Sarovar Portico Suites,No,No,3.5,39,BTM,Bar,,1200.0,Koramangala 7th Block
Azimmo Treat,Yes,No,3.8,41,HSR,Casual Dining,,700.0,BTM
Biryani Spot,Yes,No,3.5,9,BTM,Quick Bites,,300.0,Koramangala 4th Block
Banashankari Nati Style,Yes,No,3.6,8,JP Nagar,Quick Bites,,300.0,JP Nagar
Grillopia,Yes,No,3.9,97,BTM,Quick Bites,"Burgers, Fries, Wood Fire Pizza, Nachos",1000.0,Jayanagar
Sri Rajasthani Foods,Yes,No,3.6,8,JP Nagar,Quick Bites,,200.0,Bannerghatta Road
The Cake Ville,Yes,No,3.2,18,JP Nagar,"Bakery, Quick Bites",,300.0,JP Nagar
Zaitoon,Yes,Yes,4.1,1551,JP Nagar,Casual Dining,"Hummus Falafel, Gulab Jamun, Shawarma, Bbq Chicken, Mojito, Chicken Biryani, Manchow Soup",1000.0,Jayanagar
Corner House Ice Cream,Yes,No,4.6,277,Koramangala 5th Block,Dessert Parlor,"Brownie Chocolate, Brown Bomb, Hot Chocolate Fudge, Fudge Cake, Brownie Fudge",400.0,Koramangala 4th Block
Grill On Wheels,No,No,,0,JP Nagar,Quick Bites,,400.0,Bannerghatta Road
The Shawarma Shop,Yes,No,4.1,381,BTM,Quick Bites,"Rumali Roti, Rumali Shawarma, Burgers, Shawarma Burger",250.0,JP Nagar
Sai Canteen,No,No,,0,Whitefield,Quick Bites,,200.0,Whitefield
Chai Street,Yes,No,3.3,5,Koramangala 5th Block,Beverage Shop,,150.0,Koramangala 6th Block
Makers of Milkshakes,Yes,No,3.9,39,HSR,Beverage Shop,,300.0,HSR
Nando's,Yes,No,4.3,1235,Indiranagar,Casual Dining,"Peri Peri Chicken, Peri Peri Fries, Peri Peri Drizzle, Burgers, Chicken Breast Burger, Potato Wedges, Murgh Platter",1200.0,Old Airport Road
Ambur Hot Dum Biryani,Yes,No,3.0,13,Whitefield,Quick Bites,,200.0,Brookefield
Kumarakom,Yes,Yes,3.8,1166,HSR,Casual Dining,"Egg Roast, Appam, Fish, Sea Food, Chicken Curry, Chicken Stew, Beef Fry",600.0,HSR
Midnight Mania,Yes,No,4.1,601,BTM,Quick Bites,"Peri Peri Chicken, Chicken Pizza, White Pasta, Kit Kat Shake",700.0,Bannerghatta Road
Chaat Street,Yes,No,3.8,192,HSR,Quick Bites,"Chaat, Raj Kachori, Bhel Puri, Sev Puri, Pav Bhaji, Panipuri, Vada Pav",250.0,HSR
Funky Punjab,Yes,No,3.9,410,JP Nagar,Casual Dining,"Lassi, Chole, Palak Paneer, Chaap, Paneer Tikka, Panneer Butter Masala, Paratha",500.0,JP Nagar
Barbeque Delight,Yes,No,3.8,66,Koramangala 5th Block,Casual Dining,"Tandoori Chicken, Paratha",800.0,Koramangala 4th Block
Snack Souq,No,No,,0,BTM,"Takeaway, Delivery",,250.0,Koramangala 5th Block
Peacock,Yes,Yes,4.0,860,Indiranagar,Casual Dining,"Mutton Roganjosh, Mango Mousse, Sev Puri, Kadai Paneer, Butter Chicken, Vanilla Ice Cream, Mocktails",1200.0,MG Road
Lassi Shop,Yes,No,4.1,211,Koramangala 5th Block,Beverage Shop,"Faluda, Sweet Lassi, Mango Lassi, Malai Kulfi",200.0,Koramangala 7th Block
Kinpeetos,Yes,No,3.9,64,Koramangala 5th Block,Quick Bites,"Burgers, Belgian Fries, Pasta, Salads, Falafel Pockets, Greek Sandwich",300.0,Koramangala 5th Block
The Yellow Tuk-Tuk Cafe,Yes,No,3.6,16,Koramangala 5th Block,Cafe,,500.0,Koramangala 5th Block
IceBreakers,Yes,No,3.6,8,HSR,Dessert Parlor,,400.0,HSR
Cane Crussh,Yes,No,,0,BTM,Beverage Shop,,100.0,Koramangala 6th Block
Hotel Arogya,No,No,,0,HSR,Quick Bites,,400.0,HSR
Siddharth Restaurant,No,No,3.6,33,Whitefield,Quick Bites,"Thali, Biryani",400.0,Whitefield
Call A Cake,Yes,No,3.6,41,BTM,Delivery,,500.0,JP Nagar
A Southern Fair,Yes,No,3.0,19,Whitefield,Casual Dining,,750.0,Whitefield
Mast Biryani,No,No,,0,BTM,Quick Bites,,300.0,Koramangala 7th Block
Maravanthe,Yes,Yes,4.4,654,Indiranagar,Casual Dining,"Neer Dosa, Sea Food, Fish, Murgh Ghee Roast, Anjal Masala Fry, Prawn Ghee Roast, Mutton Biryani",1000.0,Indiranagar
Chillout,Yes,No,,0,BTM,Cafe,,200.0,Koramangala 6th Block
Night Restro,Yes,No,3.1,224,BTM,Delivery,,500.0,Koramangala 5th Block
Cafe Jezve,Yes,No,3.8,18,Koramangala 5th Block,Cafe,,500.0,Koramangala 5th Block
Bun Town,Yes,No,4.0,204,BTM,"Cafe, Bakery","Tea, Chocolate Muffin, Veg Burger, Coffee, Burgers, Brownie, Donut",500.0,JP Nagar
Knight Ryders,Yes,No,3.4,239,BTM,Delivery,,400.0,Koramangala 5th Block
Drava,No,Yes,4.3,114,Koramangala 5th Block,Lounge,"Cocktails, Veg Burger, Tikka, Beer, Pizza, Burgers, Spaghetti Aglio Olio",1500.0,Koramangala 5th Block
Nadan Thattukada,Yes,No,3.7,36,BTM,Quick Bites,,200.0,Koramangala 5th Block
Kaka Food Corner,Yes,No,3.4,89,Whitefield,Quick Bites,"Panneer Butter Masala, Lassi",300.0,Marathahalli
Chung Wah Opus,Yes,No,3.0,57,JP Nagar,Casual Dining,"Rice, Noodles, Chop Suey",650.0,BTM
Punjabi Food Corner,Yes,No,3.0,353,JP Nagar,Quick Bites,"Kheer, Lassi, Paratha, Amritsari Kulcha, Dal Makhani, Chole Bhature, Aloo Kulcha",400.0,Bannerghatta Road
Ammus Hot N Cool,Yes,No,3.4,84,BTM,Quick Bites,,300.0,Jayanagar
Picnik,Yes,No,,0,Whitefield,Quick Bites,,300.0,Whitefield
The French Loaf,No,No,3.8,34,Koramangala 5th Block,Bakery,Sandwiches,400.0,Koramangala 7th Block
Asia Kitchen By Mainland China,Yes,Yes,4.9,2256,Koramangala 5th Block,"Casual Dining, Bar","Noodles, Chicken Dim Sum, Pad Thai Noodle, Jumbo Prawns, Cocktails, Prawn Sushi, Treasure Soup",1500.0,Koramangala 7th Block
Sandwich Manne,No,No,,0,JP Nagar,Quick Bites,,250.0,JP Nagar
Rolls On Wheels,No,No,3.4,16,BTM,Quick Bites,,200.0,Koramangala 5th Block
GrannyzHut,Yes,No,3.4,8,HSR,Quick Bites,,350.0,HSR
Dabba Gosht,Yes,No,3.4,15,HSR,"Takeaway, Delivery",,400.0,Koramangala 6th Block
Kesariya,No,Yes,4.2,1242,JP Nagar,Casual Dining,"Kheer, Panipuri, Rajasthani Thali, Fruit Cream, Kulfi, Dal Bati, Shrikhand",1200.0,JP Nagar
The Cake Zone,No,No,,0,JP Nagar,Bakery,,200.0,JP Nagar
Brew Cafe,No,No,3.2,4,BTM,Quick Bites,,300.0,Koramangala 5th Block
Gusto's Pizza,No,No,3.1,10,Whitefield,"Takeaway, Delivery",,500.0,Whitefield
Friend's Kitchen,No,No,3.5,10,BTM,Quick Bites,,150.0,Koramangala 5th Block
Zhang's - Chinese Restaurant,Yes,No,4.1,588,JP Nagar,Casual Dining,"Momos, Chilli Mushroom, Chop Suey, Sweet Corn Soup, Clear Soup, Hakka Noodles, Honey Chilli Potatoes",700.0,BTM
Healthy Parathawala,Yes,No,,0,BTM,Quick Bites,,200.0,Koramangala 5th Block
Stop N Joy,No,No,,0,BTM,Quick Bites,,150.0,Koramangala 7th Block
Alankrutha,Yes,No,3.8,261,BTM,Casual Dining,"Chicken Biryani, Hyderabadi Biryani, Dum Biryani",500.0,Koramangala 6th Block
Indian Kitchen Eateries-IKE,Yes,No,3.4,8,BTM,Quick Bites,,150.0,JP Nagar
Dry Dock Cafe,No,No,3.6,10,Koramangala 5th Block,Quick Bites,,200.0,BTM
Delhi Highway,Yes,Yes,4.4,3429,Indiranagar,Casual Dining,"Kheer, Dum Aloo Kashmiri, Lunch Thali, Dahipuri, Tandoori Mushrooms, Chaat, Lassi",1500.0,Old Airport Road
Krispy Kreme,Yes,No,3.9,151,HSR,Dessert Parlor,"Donut, Chocolate Doughnut, Chocolate Milkshake, Filter Coffee",300.0,Koramangala 6th Block
Vidya Cafe,Yes,No,3.2,4,JP Nagar,Quick Bites,,300.0,BTM
Kulfi & More,Yes,No,3.7,47,BTM,Dessert Parlor,"Faluda, Rabri, Malai Kulfi",200.0,Koramangala 7th Block
Mother's Food,Yes,No,3.8,63,Whitefield,Quick Bites,"Non Veg Thali, Egg Maggi",200.0,Whitefield
Panky's Kitchen,No,No,,0,Whitefield,Quick Bites,,400.0,Whitefield
Boston Barista - Kappayum Curriyum,Yes,No,3.6,64,BTM,Quick Bites,,400.0,Koramangala 6th Block
The Twisted Desi,Yes,Yes,,0,Indiranagar,Casual Dining,"Vegetable Biryani, Dal Makhani, Matar Methi Malai, Pasta, Rasmalai, Gulab Jamun, Diwani Handi",1000.0,Old Airport Road
Chungs Pavilion,Yes,No,3.9,249,Indiranagar,Casual Dining,"Noodles, Drunken Chicken Wings, Sweet Corn Soup, Spring Roll",700.0,Old Airport Road
Swad 'E' Punjab,Yes,No,3.6,51,HSR,Casual Dining,,500.0,Koramangala 5th Block
Enchanted Garden,Yes,Yes,4.3,476,Whitefield,"Casual Dining, Cafe","Mocktails, Burgers, Pavbhaji Pizza, Paneer Tikka, Sandwiches, Pasta, Salad",1400.0,Whitefield
Nutri Fit,No,No,,0,JP Nagar,"Takeaway, Delivery",,300.0,JP Nagar
Five Star Chicken,No,No,3.5,9,Whitefield,Quick Bites,,300.0,Whitefield
Ross Kitchen,Yes,No,3.6,24,BTM,"Takeaway, Delivery",,400.0,Koramangala 5th Block
Tongue Twisters,Yes,No,3.5,283,BTM,Quick Bites,"Veg Thali, Fish Thali",350.0,Koramangala 5th Block
